Group	Raw data	Raw reads
DB21_adult_wild	1.6	10979312
DB21_adult_wild	2.1	14155268
DB21_adult_wild	2.1	14125398
DB21_adult_wild	2.2	14630642
DB21_adult_wild	1.2	7793496
DB21_adult_wild	1	7179044
DB21_adult_wild	2.2	14225444
DB21_adult_wild	1.9	12703916
DB21_adult_wild	2.2	14264070
DB21_adult_wild	2.3	15234982
DB21_adult_wild	2.4	16507692
DB21_adult_wild	1.8	11704494
DB21_adult_wild	2.6	16809560
DB21_adult_wild	2	13308316
DB21_adult_wild	2.4	16116772
DB21_adult_wild	2.2	14644410
DB21_adult_wild	1.9	12701872
DB21_adult_wild	1.8	11719442
DB21_adult_wild	2.1	13853016
DB21_adult_wild	2.2	14789164
DB21_adult_wild	2.1	13797930
DB21_adult_wild	2	13006738
DB21_adult_wild	2.1	13648082
DB21_adult_wild	2.5	16335212
DB21_adult_wild	1.9	12545492
DB21_adult_wild	2	12975568
DB21_adult_wild	2	13562090
DB21_adult_wild	2.1	13985334
DB21_adult_wild	3.6	23969218
DB21_adult_wild	1.8	12325290
DB21_adult_wild	2.1	13722400
DB21_adult_wild	2.3	15301616
DB21_adult_wild	2.3	15486636
DB21_adult_wild	2.1	14212848
DB21_adult_wild	1.9	12611426
DB21_adult_wild	1.9	12199992
DB21_adult_wild	2	13437382
DB21_adult_wild	1.9	12747374
DB21_adult_wild	2.2	14623998
DB21_adult_wild	2.1	13993256
DB21_adult_wild	2.5	16636876
DB21_adult_wild	2.2	14783184
DB21_adult_wild	2.3	15177192
DB21_adult_wild	2.3	15339540
DB21_adult_wild	2.3	15631148
DB21_adult_wild	2.1	14106650
DB21_adult_wild	1.9	12423518
DB21_adult_wild	1.5	9705718
DB21_adult_wild	1.6	10621582
DB21_adult_wild	2.1	13907392
DB21_adult_wild	2.2	14563140
DB21_adult_wild	2	13475882
DB21_adult_wild	2.3	15746276
