sample_seq_id	raw_reads	raw_bases	adapter_clipped_bases	qual_filtered_bases
NB0419_016_NB_1_5	4128182	619227300	613959018	518072035
NB0419_042_NB_1_5	2520032	378004800	302719768	222023288
NB0419_013_NB_1_5	2393586	359037900	354195918	298995538
NB0419_007_NB_1_5	2057428	308614200	288494038	234218698
NB0419_047_NB_1_5	2866560	429984000	367665119	282339091
NB0419_003_NB_1_5	1428382	214257300	211887431	178465736
NB0419_050_NB_1_5	806654	120998100	120189021	101644041
SR0419_034_SR_1_5	6201510	930226500	921078162	778090094
SR0419_047_SR_1_5	14493790	2174068500	2106106947	1759647726
SR0419_030_SR_1_5	3414762	512214300	507477019	429870586
SR0419_033_SR_1_5	7292262	1093839300	1083620201	916619882
SR0419_048_SR_1_5	4066790	610018500	585820719	488339200
SR0419_005_SR_1_5	4393730	659059500	619090852	501821192
SR0419_014_SR_1_5	2102900	315435000	312468759	264149217
SR0419_029_SR_1_5	2777112	416566800	412930378	348705457
SR0419_046_SR_1_5	6407414	961112100	942040688	792661793
SR0419_021_SR_1_5	4663622	699543300	599349437	462188764
SR0419_020_SR_1_5	7652838	1147925700	1111805100	926562802
SR0419_041_SR_1_5	2220990	333148500	329927912	280049104
SR0419_013_SR_1_5	808068	121210200	119303210	99588834
SR0419_004_SR_1_5	119586	17937900	17662311	14810514
SR0719ch_327_CHR_1_5	8758982	1313847300	1309039105	1117289288
SR0719ch_017_CHR_1_5	7279360	1091904000	1083916907	921238314
SR0719ch_183_CHR_1_5	4061838	609275700	555307351	443700628
SR0719ch_083_CHR_1_5	3444474	516671100	490426498	400064856
SR0719ch_044_CHR_1_5	9578684	1436802600	1400081628	1160598281
SR0719ch_123_CHR_1_5	7918276	1187741400	1169683391	980840330
SR0719ch_066_CHR_1_5	9476118	1421417700	1359984497	1125473812
SR0719ch_094_CHR_1_5	2904586	435687900	386291304	295745293
SR0719ch_218_CHR_1_5	4095396	614309400	601215754	505618282
SR0719ch_016_CHR_1_5	5552204	832830600	819962806	694838666
SR0719ch_232_CHR_1_5	4270498	640574700	632826487	532624494
SR0719ch_197_CHR_1_5	708102	106215300	105581922	88542482
SR0719ch_028_CHR_1_5	4426178	663926700	636681956	527902276
SR0719ch_186_CHR_1_5	6238510	935776500	876256497	714329279
SR0719ch_324_CHR_1_5	3841094	576164100	562973938	467752718
SR0719ch_283_CHR_1_5	2512238	376835700	356893955	291604219
SR0719ch_147_CHR_1_5	5975212	896281800	828721259	669867476
SR0719ch_237_CHR_1_5	4077514	611627100	542242157	427872687
SR0719ch_228_CHR_1_5	6479582	971937300	875758187	689912292
SR0719ch_236_CHR_1_5	2601882	390282300	367848930	301745244
SR0719ch_029_CHR_1_5	1629112	244366800	223435541	180942317
SR0719ch_333_CHR_1_5	3290202	493530300	460101597	377554073
SR0719ch_201_CHR_1_5	1263868	189580200	186370503	157107787
SR0719ch_089_CHR_1_5	1485602	222840300	184173062	137663016
SR0719ch_256_CHR_1_5	2763756	414563400	376533296	300084763
SR0719ch_119_CHR_1_5	3418826	512823900	471895233	383474958
SR0719ch_022_CHR_1_5	7774734	1166210100	1150501702	973209940
SR0719ch_129_CHR_1_5	1576058	236408700	224313512	164961144
SR0719ch_258_CHR_1_5	686338	102950700	83170741	60469949
SR0719ch_155_CHR_1_5	977358	146603700	131801712	104841343
SR0719ch_131_CHR_1_5	1480896	222134400	218580501	183641505
SR0719ch_008_CHR_1_5	1032634	154895100	149120905	123489759
SR0719ch_099_CHR_1_5	801412	120211800	109597685	87512036
SR0719ch_216_CHR_1_5	425944	63891600	59811828	49045155
SR0719ch_317_CHR_1_5	504374	75656100	74072654	62226242
SR0719r_277_REF_1_5	2689196	403379400	399438078	339060655
SR0719r_412_REF_1_5	347794	52169100	50094331	41904633
SR0719r_423_REF_1_5	1504468	225670200	216509240	179433897
SR0719r_415_REF_1_5	1430096	214514400	212640540	177960978
SR0719r_411_REF_1_5	563572	84535800	82136551	69149595
SR0719r_416_REF_1_5	981604	147240600	142861244	119185721
SR0719r_421_REF_1_5	1040272	156040800	145175001	118733480
SR0719r_414_REF_1_5	712650	106897500	102701406	85554270
SR0719r_413_REF_1_5	2125646	318846900	313817276	262560262
SR0719r_409_REF_1_5	2732892	409933800	401392347	337370606
SR0719r_193_REF_1_5	3989494	598424100	589729258	496650454
SR0719r_426_REF_1_5	13613736	2042060400	2017892804	1714256798
SR0719r_292_REF_1_5	1437214	215582100	208670780	173482925
SR0719r_404_REF_1_5	13852468	2077870200	2063926515	1752205157
SR0719r_260_REF_1_5	9824058	1473608700	1456085976	1221378177
SR0719r_422_REF_1_5	10319666	1547949900	1535552003	1310062398
SR0719r_408_REF_1_5	7209420	1081413000	1067098502	897640209
SR0719r_286_REF_1_5	4398170	659725500	638886051	527027974
SR0719r_406_REF_1_5	7938314	1190747100	1175027856	994846639
SR0719r_401_REF_1_5	5953816	893072400	882930492	744125530
SR0719r_287_REF_1_5	3181324	477198600	458969746	382278245
SR0719r_295_REF_1_5	1313398	197009700	187618219	154358762
SR0719r_420_REF_1_5	19011908	2851786200	2835553349	2197341723
SR0719r_056_REF_1_5	11566268	1734940200	1719634687	1459557561
SR0719r_403_REF_1_5	10130774	1519616100	1507920105	1285321057
SR0719r_053_REF_1_5	7118632	1067794800	1054728222	890899545
SR0719r_296_REF_1_5	6981434	1047215100	1027120346	860490254
SR0719r_405_REF_1_5	6022578	903386700	887799745	739379517
SR0719r_427_REF_1_5	2519114	377867100	374996429	318793044
SR0719r_095_REF_1_5	10156896	1523534400	1505595937	1266839407
SR0719r_328_REF_1_5	10302938	1545440700	1511083765	1258707082
SR0719r_306_REF_1_5	4157702	623655300	584398110	473605483
SR0719r_410_REF_1_5	3237036	485555400	477573069	389749802
SR0719r_407_REF_1_5	3605372	540805800	534152422	451143049
SR0719r_265_REF_1_5	5650220	847533000	837704596	705265808
SR0719r_332_REF_1_5	4945484	741822600	716777648	592028483
SR0719r_051_REF_1_5	1691580	253737000	250269707	211167630
SR0719r_257_REF_1_5	1261092	189163800	187011940	156918768
Runtime: 2:54:36 (hh:mm:ss)
